"BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY","genomeSize","GenomeSizeMethod","subclade","PClade"
NA,7089,NA,8101,"90753","","",29.9026,-104.453,1768,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7090,NA,8102,"88481","","",31.46034,-110.7333,1630,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7091,NA,8103,"88492","","",31.416,-110.5108,2438,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7092,NA,8104,"88846","","",26.963,-106.454,2600,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7093,NA,8105,"88399","","",23.47,-105.4,2730,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7095,NA,8107,"91243","","",32.4208,-105.2242,2225,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7096,NA,8108,"89362","","",24.8,-105.13,0,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7097,NA,8109,"89850","","",21.3,-100.51,1950,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7098,NA,8110,"90542","","",25.55,-105.467,2200,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7099,NA,8111,"90549","","",28.4333,-108.383,0,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7100,NA,8112,"88978","","",23.3333,-101.733,1950,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7101,NA,8113,"88982","","",24.06,-105.72,2600,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7102,NA,8114,"89019","","",30,-106.26,2350,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7103,NA,8115,"88983","","",24.08,-104.98,2590,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7104,NA,8116,"89808","","",25.0013,-105.898,2430,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7105,NA,8117,"89359","","",19,-97.15,3400,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7106,NA,8118,"89428","","",24.23,-106.03,2530,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7107,NA,8119,"88478","","",28.1648,-109.0231,1800,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7108,NA,8120,"89773","","",19.865,-101.46,2100,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7109,NA,8121,"89621","","",28.8333,-106.317,2150,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7110,NA,8122,"89851","","",21.35,-101.91,0,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7111,NA,8123,"88948","","",19.6983,-98.4441,2550,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7112,NA,8124,"91103","","",20.7,-99.8166,2540,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7113,NA,8125,"91263","","",33.5458,-107.0954,2057,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7115,NA,8127,"88612","","",21.963,-100.36,2300,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7116,NA,8128,"88919","","",23.7204,-105.637,2670,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7117,NA,8129,"88476","","",28.01,-108.102,2500,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7118,NA,8130,"89722","","",21.37,-101.38,2192,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7119,NA,8131,"88483","","",31.86293,-110.3889,2591,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7120,NA,8132,"89476","","",17.483,-96.95,2286,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7121,NA,8133,"90754","","",30.3632,-103.665,2316,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7122,NA,8134,"89463","","",19.03,-100.05,0,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7123,NA,8135,"77892","","",19.1166,-98.7666,2469,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7124,NA,8136,"88694","","",25.28,-105.15,2900,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7125,NA,8137,"90539","","",24.85,-100.317,0,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7126,NA,8138,"91266","","",34.1549,-107.4438,2560,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7127,NA,8139,"88729","","",20.26,-98.657,1950,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7129,NA,8141,"91022","","",33.4815,-108.2836,2650,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7130,NA,8142,"89487","","",29.5333,-106.883,0,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7131,NA,8143,"90552","","",29.6681,-108.226,2050,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7132,NA,8144,"88780","","",19.3333,-98.2166,2150,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7133,NA,8145,"89776","","",19.8973,-100.759,2470,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7135,NA,8147,"90541","","",25.46,-105.9,2000,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7136,NA,8148,"91144","","",28.633,-107.75,2012,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7137,NA,8149,"88785","","",20.05,-98.34,2320,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7138,NA,8150,"89625","","",26.16,-105.27,2500,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7139,NA,8151,"90677","","",32.5144,-108.1425,0,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7140,NA,8152,"89940","","",22.4116,-102.0849,2110,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7141,NA,8153,"88789","","",22.0919,-100.662,2030,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7143,NA,8155,"88494","","",31.5143,-109.1601,2286,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7144,NA,8156,"88866","","",28.85,-106.9,1900,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7145,NA,8157,"89163","","",19.1346,-98.9626,0,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7146,NA,8158,"91377","","",33.0759,-106.02,0,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7147,NA,8159,"90431","","",18.9709,-97.266,0,"stoloniferum","stoloniferum","tuberous","wild",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7149,NA,8161,"279282","","",23.073545,-102.597912,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7151,NA,8163,"285036","","",19.727726,-96.407819,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7154,NA,8166,"458416","","",33.385897,-108.609791,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7156,NA,8168,"498288","","",17.140265,-96.214878,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7159,NA,8171,"644004","","",34.16688,-111.930141,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7160,NA,8172,"651526","","",31.975173,-104.901409,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7209,NA,8221,"PI 255522","","",20.666667,-103.333333,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7248,NA,8260,"PI 283109","","",20.85,-101.4,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7260,NA,8272,"PI 458415","","",33.383333,-108.766667,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7269,NA,8281,"PI 497995","","",28.433333,-107,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7293,NA,8305,"PI 498027","","",22.766667,-103.566667,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7326,NA,8338,"PI 498276","","",20.282778,-99.9,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7359,NA,8371,"PI 564031","","",32.95,-105.716667,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7365,NA,8377,"PI 564036","","",32.95,-105.616667,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7380,NA,8392,"PI 564044","","",34.216667,-108.55,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7398,NA,8410,"PI 585115","","",32.7,-109.95,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7425,NA,8437,"PI 592415","","",33.783333,-109.15,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7434,NA,8446,"PI 595776","","",32.910278,-107.764722,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7516,NA,8528,"PI 643992","","",32.203056,-110.554444,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7551,NA,8563,"PI 655245","","",32.736389,-110.039167,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7554,NA,8566,"PI 655247","","",32.628889,-109.839722,NA,"stoloniferum","stoloniferum","tuberous","germplasm",48,"SŠrkinen","","","3.33","FCM","Petota","4 South"
NA,7646,NA,8658,"CIP 764287","","",21.3169,-99.4828,NA,"tarnii","tarnii","tuberous","germplasm",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7647,NA,8659,"CIP 764285","","",20.55,-98.4833,NA,"tarnii","tarnii","tuberous","germplasm",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7649,NA,8661,"88732","","",20.48,-99.14,2440,"tarnii","tarnii","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7650,NA,8662,"88810","","",20.33,-98.29,2360,"tarnii","tarnii","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7651,NA,8663,"88668","","",20.75,-99.35,2000,"tarnii","tarnii","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7652,NA,8664,"91104","","",20.7841,-99.733,2600,"tarnii","tarnii","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7654,NA,8666,"CIP 764145","","",19.6333,-102,NA,"trifidum","trifidum","tuberous","germplasm",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7656,NA,8668,"88998","","",19.51,-103.63,2200,"trifidum","trifidum","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7658,NA,8670,"89643","","",20.7175,-103.49,0,"trifidum","trifidum","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7659,NA,8671,"88450","","",19.7333,-103.783,2100,"trifidum","trifidum","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7660,NA,8672,"88467","","",19.9579,-103.688,2000,"trifidum","trifidum","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7662,NA,8674,"90640","","",19.45,-101.72,2700,"trifidum","trifidum","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7663,NA,8675,"88453","","",19.9166,-103.064,2100,"trifidum","trifidum","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7664,NA,8676,"88997","","",19.46,-102.25,0,"trifidum","trifidum","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7665,NA,8677,"89252","","",20.064,-103.841,2100,"trifidum","trifidum","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7666,NA,8678,"80101","","",19.4865,-101.603,2400,"trifidum","trifidum","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7667,NA,8679,"90118","","",19.95,-101.75,2270,"trifidum","trifidum","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7668,NA,8680,"88977","","",19.39,-101.5,2720,"trifidum","trifidum","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7669,NA,8681,"89767","","",19.7304,-101.179,2700,"trifidum","trifidum","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7670,NA,8682,"89610","","",19.33,-103.38,2300,"trifidum","trifidum","tuberous","wild",24,"SŠrkinen","","","1.47","FCM","Petota","1+2"
NA,7696,NA,8744,"CIP 764229","","",-23.6333,-65.1,NA,"venturii","venturii","tuberous","germplasm",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7698,NA,8746,"CIP 764240","","",-23.3186,-65.7619,NA,"venturii","venturii","tuberous","germplasm",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7700,NA,8748,"78009","","",-24.12,-65.63,3150,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7701,NA,8749,"87530","","",-23.7333,-65.25,2900,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7702,NA,8750,"164915","","",-26.60639,-65.86944,0,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7703,NA,8751,"83042","","",-25.8333,-65.5,2690,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7704,NA,8752,"88055","","",-25.1333,-65.5166,2394,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7705,NA,8753,"83104","","",-27.62,-66.17,2700,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7706,NA,8754,"87678","","",-28.3333,-67.9166,0,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7707,NA,8755,"80982","","",-27.7,-65.9333,2900,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7708,NA,8756,"87545","","",-24,-65.37,3000,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7709,NA,8757,"164879","","",-24.55444,-65.88639,3150,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7710,NA,8758,"80745","","",-27.3333,-65.5833,3600,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7711,NA,8759,"78041","","",-25.1666,-65.85,3050,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7712,NA,8760,"1142","","",-24.532778,-65.033333,2600,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7713,NA,8761,"80512","","",-27.25,-65.8666,2800,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7714,NA,8762,"86507","","",-23.5833,-65.5,3100,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7715,NA,8763,"79776","","",-27.35,-66.4,2350,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7716,NA,8764,"83747","","",-27.7356,-66.0488,0,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7717,NA,8765,"86570","","",-23.5833,-63.5166,3900,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7718,NA,8766,"80497","","",-25.1,-66.1833,2550,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7719,NA,8767,"88045","","",-26.45,-65.7166,2858,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7720,NA,8768,"83718","","",-26.6809,-66.58279,3000,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7721,NA,8769,"78026","","",-24.9,-65.2666,3200,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7722,NA,8770,"78059","","",-23.5666,-65.3666,2600,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7724,NA,8772,"80720","","",-26.8667,-65.6833,2650,"venturii","venturii","tuberous","wild",24,"SŠrkinen","","","1.7","FCM","Petota","4 South"
NA,7725,NA,8773,"CIP 766110","","",-25.16666667,-65.86666667,3000,"vernei","vernei","tuberous","germplasm",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7727,NA,8775,"CIP 763679","","",-23.1322,-65.5181,3922,"vernei","vernei","tuberous","germplasm",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7728,NA,8776,"CIP 763728","","",-23.2333,-65.3667,2978,"vernei","vernei","tuberous","germplasm",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7729,NA,8777,"CIP 763727","","",-23.5833,-65.2167,2950,"vernei","vernei","tuberous","germplasm",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7730,NA,8778,"CIP 763710","","",-22.2667,-65.1833,3717,"vernei","vernei","tuberous","germplasm",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7731,NA,8779,"CIP 763729","","",-22.15,-65.0333,3003,"vernei","vernei","tuberous","germplasm",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7732,NA,8780,"CIP 763028","","",-23.1667,-64.95,3600,"vernei","vernei","tuberous","germplasm",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7734,NA,8782,"CIP 763712","","",-24.2967,-64.8203,3410,"vernei","vernei","tuberous","germplasm",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7735,NA,8783,"84429","","",-24.07,-65.65,3200,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7736,NA,8784,"77946","","",-26.3666,-65.95,2800,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7737,NA,8785,"80744","","",-28.75,-66.1833,2400,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7738,NA,8786,"77206","","",-23.5667,-65.3667,2340,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7739,NA,8787,"85658","","",-26.8166,-65.2166,0,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7740,NA,8788,"80493","","",-25.1333,-65.5166,2700,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7741,NA,8789,"85881","","",-22.55,-64.5333,3150,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7742,NA,8790,"84441","","",-23.7166,-65.75,3100,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7743,NA,8791,"77947","","",-27.4069,-66.08622,2700,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7746,NA,8794,"83474","","",-26.2,-65.2667,3000,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7747,NA,8795,"88203","","",-24.8166,-66.0666,3720,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7748,NA,8796,"77924","","",-27.27449,-65.97274,3200,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7749,NA,8797,"80467","","",-25.8333,-65.5,0,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7751,NA,8799,"85745","","",-27.43,-66.21,2000,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7753,NA,8801,"78638","","",-26.8666,-65.6833,2900,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7754,NA,8802,"86514","","",-23.3166,-65.9333,3200,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7755,NA,8803,"83409","","",-27.6,-66.3833,2600,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7756,NA,8804,"80511","","",-27.25,-65.8666,2800,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7758,NA,8806,"85460","","",-22.25,-64.95,3400,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7759,NA,8807,"80346","","",-27.35,-66.4,2270,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7760,NA,8808,"83755","","",-26.6809,-66.58279,3200,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7761,NA,8809,"87245","","",-22.7166,-65.2333,3050,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7762,NA,8810,"83392","","",-23.9,-62.7833,3200,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7763,NA,8811,"83564","","",-26.6,-65.9166,2750,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7765,NA,8813,"83539","","",-27.55,-65.0333,2100,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7766,NA,8814,"84532","","",-26.77,-65.77,2900,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7767,NA,8815,"78017","","",-24.62,-65.58,3350,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7768,NA,8816,"80979","","",-27.9166,-66.0666,2500,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7769,NA,8817,"80484","","",-23.9166,-65.35,2960,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7770,NA,8818,"86497","","",-23.1833,-66.2166,3200,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7771,NA,8819,"80486","","",-23.9,-65.45,3175,"vernei","vernei","tuberous","wild",24,"SŠrkinen","","","1.68","FCM","Petota","4 South"
NA,7893,NA,8942,"CIP 762368","","",-13.0458,-72.9144,2849,"violaceimarmoratum","violaceimarmoratum","tuberous","germplasm",24,"SŠrkinen","","","1.76","FCM","Petota","4 South"
NA,7895,NA,8944,"CIP 763316","","",-13.2447,-72.7378,2800,"violaceimarmoratum","violaceimarmoratum","tuberous","germplasm",24,"SŠrkinen","","","1.76","FCM","Petota","4 South"
NA,7898,NA,8947,"CIP 761795","","",-13.0881,-72.6247,1416,"violaceimarmoratum","violaceimarmoratum","tuberous","germplasm",24,"SŠrkinen","","","1.76","FCM","Petota","4 South"
NA,7902,NA,8951,"CIP 762836","","",-13.1739,-72.5028,2238,"violaceimarmoratum","violaceimarmoratum","tuberous","germplasm",24,"SŠrkinen","","","1.76","FCM","Petota","4 South"
NA,7903,NA,8952,"CIP 762845","","",-12.9244,-71.92,2444,"violaceimarmoratum","violaceimarmoratum","tuberous","germplasm",24,"SŠrkinen","","","1.76","FCM","Petota","4 South"
NA,7904,NA,8953,"CIP 762171","","",-14.6833,-69.0292,2460,"violaceimarmoratum","violaceimarmoratum","tuberous","germplasm",24,"SŠrkinen","","","1.76","FCM","Petota","4 South"
NA,7905,NA,8954,"CIP 761342","","",-15.1667,-68.9667,3050,"violaceimarmoratum","violaceimarmoratum","tuberous","germplasm",24,"SŠrkinen","","","1.76","FCM","Petota","4 South"
