"BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY","genomeSize","GenomeSizeMethod","subclade","PClade","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio12","bio13","bio14","bio15","cmimax","cmimean","cmimin","cmirange","gsl","swb","gdd5","CCmean","CCSD","gsMono","range.bio1","range.bio2","range.bio3","range.bio4","range.bio5","range.bio6","range.bio7","range.bio12","range.bio13","range.bio14","range.bio15","range.cmimax","range.cmimean","range.cmimin","range.gdd5","range.cmirange","range.CCmean","range.CCSD","range.gsl","range.swb","Specimens"
NA,6537,NA,7454,"CIP 765909","","",-13.5523,-71.8738,3204,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",10.85,9.1,0.738,0.782,16.85,4.55000000000004,12.3,814,182.7,7.2,88.8,39.2,-48,-89.7,129,330,-597,2134.2,62.23,20.7,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6550,NA,7467,"CIP 765752","","",-13.4178,-71.7702,4339,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",4.45000000000004,8.4,0.705,1.069,10.25,-1.64999999999996,11.9,1446,307.8,18,82.3,224.6,39.2,-57.8,282.4,365,15,61.5,76.77,18.44,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6552,NA,7469,"CIP 763391","","",-14.7822,-71.6892,4041,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",5.85000000000004,13,0.741,1.259,13.65,-3.84999999999996,17.5,974,230.4,4.6,98.4,76,-39.2,-91.5,167.5,325,-544,415.9,45.78,18.1,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6553,NA,7470,"CIP 762393","","",-13.8928,-71.6725,3650,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",7.65000000000004,10.3,0.722,0.998,14.25,0.0500000000000379,14.2,1024,227.4,6.6,91.7,83,-27.3,-86.9,170,346,-384,971.8,61.73,24.25,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6555,NA,7472,"CIP 761700","","",-13.3186,-71.5956,2923,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",10.65,8.1,0.74,0.978,16.05,5.15000000000004,10.9,1826,356.2,34.7,73.3,238.3,51.9,-47,285.3,365,5,2075.6,67.8,18.38,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6556,NA,7473,"CIP 761110","","",-14.0361,-71.5708,3699,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",8.15000000000004,10.7,0.724,1.039,14.75,-0.0499999999999621,14.8,852,188.5,5.2,91.4,56.5,-40.3,-91.9,148.4,336,-517,1141.9,51.45,21.97,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6562,NA,7479,"CIP 761692","","",-13.3219,-71.4961,3500,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",5.45000000000004,8.2,0.71,1.147,11.05,-0.449999999999962,11.5,2868,542.4,63.2,70.5,446.3,149.8,-15.9,462.2,365,155,289.9,89.74,11.81,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6568,NA,7485,"CIP 765915","","",-14.3805,-71.4848,3619,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",8.35000000000004,11.6,0.713,1.128,15.35,-0.849999999999962,16.2,763,168.6,4.1,91.7,23.7,-55.4,-98.1,121.9,304,-670,1227,48.25,19.31,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6570,NA,7487,"CIP 761695","","",-12.9881,-71.4289,686,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",22.35,6.3,0.689,0.983,26.35,17.15,9.2,3320,626.4,74.2,66.9,491.9,166.9,-17.1,509,365,144,6334,75.07,8.8,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6571,NA,7488,"CIP 762705","","",-13.6222,-71.3717,3717,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",6.65000000000004,9.5,0.724,1.08,12.75,-0.349999999999962,13.1,1419,272.4,24,73.9,134.6,15,-45.5,180.1,365,-42,609.9,66.08,23.95,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6572,NA,7489,"CIP 762827","","",-14.2725,-71.2253,3550,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",8.35000000000004,11.6,0.737,1.162,15.35,-0.449999999999962,15.8,868,176.5,5.1,86.2,21.2,-47,-87.9,109,333,-570,1236,48.64,24.26,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6580,NA,7497,"CIP 761410","","",-14.4867,-71.1619,3550,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",6.85000000000004,11.3,0.741,0.965,13.75,-1.54999999999996,15.3,1114,233.1,5.5,88.8,74.2,-26.6,-83.8,158,361,-412,662.4,55.27,22.25,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6582,NA,7499,"CIP 761976","","",-14.2508,-71.1039,3700,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",5.45000000000004,11.6,0.75,1.15,12.35,-3.04999999999996,15.4,1452,287.9,9.6,82.9,162.9,20.2,-63.1,226.1,365,-133,285.3,54.99,27.1,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6583,NA,7500,"CIP 761618","","",-14.4783,-70.9622,4640,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",3.35000000000004,11.5,0.76,0.989,10.25,-4.84999999999996,15.1,1721,339.9,9.1,82.4,213.7,44.7,-60.7,274.5,365,-32,NA,65.15,23.68,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6584,NA,7501,"CIP 761973","","",-14.4511,-70.66,4055,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",5.65000000000004,12.1,0.767,1.129,12.55,-3.24999999999996,15.8,1267,243.8,6.7,77.6,103.3,-9.3,-77.9,181.2,365,-279,327.1,57.37,21.6,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6587,NA,7504,"95263","","",-14.4167,-72.75,3350,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",3.75000000000004,10.8,0.736,0.974,10.65,-4.04999999999996,14.7,1568,372.4,9.8,94.7,253.8,33.3,-55.6,309.4,365,-156,NA,54.2,25.24,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6588,NA,7505,"94669","","",-14.58333,-70.31667,4000,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",6.35000000000004,12.9,0.734,1.342,13.75,-3.84999999999996,17.6,1364,280.1,7,79.4,139.3,1.8,-68.8,208.1,365,-191,562.9,57.95,24.26,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6593,NA,7510,"81611","","",-13.1994,-72.4447,3100,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",12.05,7.7,0.738,0.798,16.95,6.55000000000004,10.4,1331,250.5,18.4,75.4,140.5,22.1,-47.5,188,365,-12,2562.6,84.58,17.74,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6596,NA,7513,"82094","","",-14.1019,-72.7067,3000,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",10.25,9.9,0.729,0.756,16.35,2.75000000000004,13.6,973,225.4,5.8,92.3,54.4,-49.3,-99.4,153.8,336,-659,1915,48.36,16.52,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6598,NA,7515,"82089","","",-14.0833,-72.5833,3000,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",8.15000000000004,10.2,0.723,0.866,14.45,0.350000000000038,14.1,1201,280.5,7.1,92.7,134.4,-16.8,-76.6,210.9,365,-391,1145.2,46.01,18.58,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6600,NA,7517,"83003","","",-13.4833,-72.3833,3100,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",6.75000000000004,8.4,0.709,0.908,12.35,0.450000000000038,11.9,1685,351.2,17.9,83.4,261.1,51,-62.4,323.6,365,-62,652.4,59.62,25.17,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6602,NA,7519,"94568","","",-14.45,-72.91667,3300,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",8.45000000000004,11,0.74,0.971,15.25,0.450000000000038,14.8,927,213.1,6.1,93,59.7,-45.8,-95,154.8,323,-634,1239.1,49.49,20.33,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6605,NA,7522,"94633","","",-13.0833,-71.8,2800,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",6.85000000000004,6.7,0.688,0.983,11.45,1.75000000000004,9.7,2369,460,43.3,71.9,356.1,107.1,-32.8,388.8,365,84,686.1,89.99,10.44,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6606,NA,7523,"80445","","",-15.85,-70.5833,4500,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",6.05000000000004,12.8,0.737,1.155,14.05,-3.34999999999996,17.4,748,181.3,3.3,96.1,39.8,-50.5,-93.1,132.9,313,-621,428.9,47.22,18.92,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6607,NA,7524,"92300","","",-16.13,-70.5,3460,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",5.85000000000004,12.4,0.749,1.065,13.75,-2.74999999999996,16.5,615,151.4,3.3,97.9,-0.2,-59.9,-103,102.8,282,-721,383.2,47.32,20.69,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6609,NA,7526,"82995","","",-14.1833,-71.35,3550,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",8.65000000000004,11.4,0.729,1.138,15.55,-0.0499999999999621,15.6,791,164,5,86.8,9.7,-51.5,-89.5,99.2,317,-619,1330.4,48.66,23.07,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6610,NA,7527,"94274","","",-13.90933,-71.87517,3600,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",9.55000000000004,10.5,0.733,0.756,16.35,2.05000000000004,14.3,864,199.4,4.7,92.9,51.1,-35.6,-84.5,135.7,326,-460,1647.6,54.65,22,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6613,NA,7530,"83005","","",-13,-72.1667,3300,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",6.15000000000004,7.5,0.704,0.903,11.45,0.750000000000038,10.7,2219,416.3,25.7,76.3,319.1,91.4,-57.4,376.5,365,37,442.6,98.23,1.88,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6614,NA,7531,"81703","","",-14.6167,-71.0667,4000,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",4.75000000000004,12,0.747,1.056,11.95,-4.04999999999996,16,1440,299,6.8,87,187.6,19.2,-78.3,266,365,-205,110.9,59.86,22.88,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6615,NA,7532,"91770","","",-13.41667,-71,3200,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",10.75,7.5,0.665,1.175,15.35,4.05000000000004,11.3,5136,833.7,171.5,53.1,712,335.5,99.8,612.2,365,228,2102.7,93.9,3.9,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6616,NA,7533,"94641","","",-14.4728,-71.3939,3800,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",7.55000000000004,11.7,0.72,1.133,14.55,-1.64999999999996,16.2,879,190.7,4.8,90.9,49.8,-39.7,-89.1,138.9,315,-508,910.8,51.54,22.22,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6619,NA,7536,"94645","","",-13.5,-72.93333,3750,"raphanifolium","raphanifolium","tuberous","wild",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",10.85,9.2,0.707,0.81,16.75,3.75000000000004,13,1551,324.1,15.2,80.3,227.8,28.4,-80,307.7,365,-177,2118.8,62.17,22.04,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,6623,NA,7540,"473527","","",-13.737543,-71.783144,NA,"raphanifolium","raphanifolium","tuberous","germplasm",24,"SŠrkinen","","",1.72,"FCM","Petota","4 North",7.55000000000004,9.8,0.724,0.961,14.05,0.450000000000038,13.6,1145,259.2,8.6,90.5,146.7,-0.2,-73.4,220,364,-227,923.3,66.26,21.05,0.86,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,41
NA,937,NA,1116,"CIP 762578","","",-6.9875,-78.6764,3550,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",11.05,8.4,0.827,0.217,16.65,6.45000000000004,10.2,1750,317,21.1,60.8,194.8,27.5,-96.2,291,365,-99,2199.4,84.76,7.48,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,961,NA,1140,"CIP 760014","","",-7.0908,-78.5797,3171,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",10.95,8.8,0.819,0.207,16.75,6.05000000000004,10.7,1738,324.8,18.5,63.8,200.9,26.1,-91.9,292.7,365,-96,2166,81.69,5.88,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,963,NA,1142,"CIP 762584","","",-7.0558,-78.3758,3263,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",10.45,8.3,0.818,0.205,15.35,5.25000000000004,10.1,1268,232.8,12.1,65.9,105.7,-14.5,-96.5,202.1,365,-287,1979.9,81.4,8.25,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,972,NA,1151,"CIP 762937","","",-7.9903,-78.2483,4031,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",5.75000000000004,11,0.851,0.34,12.25,-0.649999999999962,12.9,1362,245.7,14.8,63.6,146.4,8.6,-85.2,231.7,365,-99,285,84.77,10.07,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,975,NA,1154,"CIP 762237","","",-9.8972,-77.7447,4200,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",15.25,6.6,0.86,0.092,19.15,11.45,7.7,752,198.7,1.3,98.7,98.2,-37.5,-92.2,190.4,313,-526,3732.2,50.88,31.53,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,979,NA,1158,"CIP 762957","","",-8.5761,-77.7211,4223,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",5.75000000000004,9.9,0.821,0.166,11.45,-0.649999999999962,12.1,1313,250.9,8.5,69.9,163,15,-87.5,250.5,365,-109,276.6,77.54,12.88,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,986,NA,1165,"CIP 762534","","",-9.0939,-77.6661,3389,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",5.65000000000004,9.4,0.813,0.362,11.15,-0.349999999999962,11.5,1574,311.5,6.9,75.5,216,36.5,-84.6,300.6,365,-75,252.4,78.71,15.99,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,987,NA,1166,"CIP 765948","","",-9.5333,-77.6166,4157,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",5.55000000000004,9.4,0.822,0.233,10.95,-0.449999999999962,11.4,1161,257.6,2.6,81.8,146.9,-12,-98,244.9,365,-333,197.3,67.75,19.58,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,993,NA,1172,"CIP 761435","","",-9.7586,-77.4428,3512,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",8.05000000000004,9.6,0.85,0.323,13.55,2.25000000000004,11.3,1004,226.9,2.8,82.2,86.2,-37.8,-101.8,188,365,-521,1097.4,65.3,19.58,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,999,NA,1178,"CIP 761297","","",-9.9111,-77.3172,4200,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",4.15000000000004,10.4,0.855,0.345,9.95000000000004,-2.14999999999996,12.1,1107,240.9,3.7,81.6,125.9,-9.5,-89.7,215.6,365,-291,NA,73.29,16.97,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,1005,NA,1184,"CIP 761444","","",-9.3231,-77.2333,4150,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",4.05000000000004,10.4,0.784,0.611,10.05,-3.24999999999996,13.3,1633,300.3,14.4,67.8,190,33.4,-66.7,256.7,365,-30,NA,85.16,9.67,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,1008,NA,1187,"CIP 761429","","",-10.3794,-77.215,4400,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",10.45,9.7,0.8,0.189,16.25,4.15000000000004,12.1,828,193.4,2.8,90.5,53.6,-55.1,-112.5,166.1,318,-710,2001.6,52.63,26.62,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,1011,NA,1190,"CIP 760010","","",-10.6011,-76.8192,4084,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",4.75000000000004,11.2,0.828,0.415,11.15,-2.34999999999996,13.5,1106,209.6,8.7,75.9,95.2,-18.5,-92.6,187.7,365,-344,16.8,77.29,14.24,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,1012,NA,1191,"CIP 760028","","",-9.3928,-76.7211,3667,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",7.65000000000004,8.7,0.754,0.73,12.65,1.15000000000004,11.5,1625,248,34.2,55.2,143.3,33.6,-61.5,204.8,365,-14,953.8,81.97,8.6,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,1013,NA,1192,"CIP 763415","","",-9.6367,-76.6108,3900,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",4.55000000000004,8.8,0.739,0.801,9.95000000000004,-1.94999999999996,11.9,1628,247.2,36,54.4,153.3,43.5,-43,196.4,365,111,36.9,85.75,7.36,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,1014,NA,1193,"CIP 763421","","",-9.8792,-76.5069,3450,"albicans","albicans","tuberous","germplasm",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",7.35000000000004,9.1,0.744,0.716,12.85,0.650000000000038,12.2,1383,212.1,29,56.9,109,14.6,-55.9,165,365,-48,871.7,68.21,15.67,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,1016,NA,1195,"95293","","",-9.25,-76.5,3500,"albicans","albicans","tuberous","wild",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",19.85,7.6,0.789,0.511,23.85,14.25,9.6,1501,204.3,43.3,47.7,71.7,13.2,-56.8,128.5,365,-64,5425.3,78.72,13.18,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,1024,NA,1203,"93374","","",-9.066667,-77.56667,4250,"albicans","albicans","tuberous","wild",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",2.05000000000004,9.7,0.779,0.516,7.95000000000004,-4.54999999999996,12.5,1957,377.4,11.1,72.1,286.6,69.7,-82.3,368.8,365,-13,NA,97.67,1.05,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,1026,NA,1205,"20996","","",-9.483333,-77.36667,3690,"albicans","albicans","tuberous","wild",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",0.850000000000038,10.6,0.812,0.52,7.05000000000004,-6.04999999999996,13.1,1685,333.6,8.3,73,248.3,56.3,-66.9,315.3,207,19,NA,86.49,11.65,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,1028,NA,1207,"95296","","",-8.9372,-78.0206,4300,"albicans","albicans","tuberous","wild",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",11.25,9.6,0.841,0.111,16.85,5.45000000000004,11.4,910,203.9,3.8,84.2,104.9,-26.9,-89.6,194.6,329,-409,2296.7,69.17,24.7,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
NA,1031,NA,1210,"95224","","",-8.2,-77.9,4000,"albicans","albicans","tuberous","wild",72,"SŠrkinen","","",4.67,"FCM","Petota","4 North",10.45,10.3,0.842,0.246,16.15,3.95000000000004,12.2,1119,204.4,8.8,68,102.7,-4.9,-89.6,192.3,365,-185,2001,76.5,11.44,0.778333333333333,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,22
