"BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY","genomeSize","GenomeSizeMethod","subclade","PClade","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio12","bio13","bio14","bio15","cmimax","cmimean","cmimin","cmirange","gsl","swb","gdd5","CCmean","CCSD","gsMono","range.bio1","range.bio2","range.bio3","range.bio4","range.bio5","range.bio6","range.bio7","range.bio12","range.bio13","range.bio14","range.bio15","range.cmimax","range.cmimean","range.cmimin","range.gdd5","range.cmirange","range.CCmean","range.CCSD","range.gsl","range.swb","Specimens"
NA,5347,NA,6139,"79732","","",-35,-68.8333,710,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",11.75,13,0.45,5.897,26.55,-2.34999999999996,28.9,310,53.2,12.8,46.1,-24.2,-78.1,-144.5,120.3,93,NA,2552.7,36.42,7.68,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5348,NA,6140,"78803","","",-28.1666,-67.3833,1800,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",17.55,12.6,0.5,4.68,29.25,4.15000000000004,25.1,120,32.7,1.6,98.3,-50.4,-102,-155.1,104.7,19,-1225,4581.1,30.62,9.73,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5349,NA,6141,"86911","","",-27.82,-67.17,1200,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",19.05,11,0.501,4.095,29.15,7.25000000000004,21.9,194,51.7,1.1,106.2,-46.3,-91.7,-137.5,91.2,36,-1101,5133.1,34.43,10.28,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5351,NA,6143,"86865","","",-29.4166,-67.8333,1600,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",14.65,11.1,0.514,4.114,25.25,3.65000000000004,21.6,249,59.9,4.3,87.9,-38.6,-73.2,-118.6,80,59,-879,3508.4,27.17,5.01,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5352,NA,6144,"78829","","",-27.55,-66.5166,1000,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",18.65,11.4,0.51,4.1,28.75,6.35000000000004,22.4,251,60,2.2,92.8,-45,-79.4,-115.9,70.9,49,-953,4956.6,33.73,8.49,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5353,NA,6145,"84755","","",-28.15,-65.4833,0,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",19.45,9.8,0.447,4.635,29.25,7.35000000000004,21.9,741,148.4,7,76.8,-6.6,-52,-98,91.5,173,-618,5277.7,50.82,11.7,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5354,NA,6146,"81335","","",-30.07,-68.52,2100,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",16.15,13.2,0.469,5.714,29.75,1.65000000000004,28.1,166,34.6,3.8,66.3,-36.9,-90.4,-152.2,115.3,37,-1084,4055.7,26.17,4.56,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5355,NA,6147,"79733","","",-35.5166,-68.0833,720,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",15.55,11,0.431,5.309,29.25,3.65000000000004,25.6,499,87.7,13.6,52.9,-33.7,-78.3,-134.9,101.2,133,-939,3836.3,38.72,7.32,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5356,NA,6148,"79815","","",-32.85,-69.0166,0,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",7.65000000000004,10.5,0.435,5.319,19.45,-4.64999999999996,24.1,389,72.9,10.7,64.7,-29.8,-62.6,-113.4,83.6,125,-754,1407.5,47.18,5.69,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5357,NA,6149,"83114","","",-33.1833,-68.4666,0,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",17.05,11.6,0.419,6.099,30.95,3.25000000000004,27.7,268,49.2,5.7,64.9,-33.8,-90.7,-160.7,126.9,66,-1089,4383.2,27.5,6.48,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5358,NA,6150,"86015","","",-29.5166,-67.75,1300,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",14.25,11.1,0.503,4.215,24.95,2.85000000000004,22.1,220,51.3,3.6,86.8,-49.1,-83,-124.1,75,52,-997,3374.4,30.82,8.49,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5359,NA,6151,"83732","","",-25.08,-66.14,2500,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",12.95,11.6,0.662,2.228,20.75,3.25000000000004,17.5,522,149.6,2.1,114.8,4.8,-63.9,-113.5,118.4,161,-769,2880.1,24.41,12.23,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5360,NA,6152,"79084","","",-30.9166,-69.0833,2000,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",4.55000000000004,12.9,0.471,5.814,18.15,-9.24999999999996,27.4,339,56.8,8.9,51.6,-39.5,-73.2,-117.6,78.1,113,-880,880,39.31,8.03,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5361,NA,6153,"79767","","",-28.85,-67.35,1600,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",18.75,8.7,0.52,3.187,26.55,9.85000000000004,16.7,513,135.9,5.5,103.9,-19.5,-76.3,-132,112.5,129,-917,5025.3,26.56,7.01,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5362,NA,6154,"88153","","",-34.8,-69.9833,660,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",0.850000000000038,8.3,0.343,5.738,15.15,-9.14999999999996,24.3,1057,238.2,19.6,88.9,202.6,9.1,-128.2,330.8,33,-251,352.2,53.5,18.7,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5363,NA,6155,"79784","","",-32.85,-68.8167,0,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",16.75,10.8,0.409,5.905,29.95,3.55000000000004,26.4,230,35.6,7.6,50.3,-27.5,-84.1,-153.9,126.4,64,-1011,4258.3,35.66,3.9,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5364,NA,6156,"79823","","",-33.8833,-69.05,0,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",13.35,12.2,0.449,5.711,27.25,0.150000000000038,27.1,421,59.1,18.8,34.4,-18.2,-67.5,-128.5,110.3,131,-811,3022.5,35.75,6.42,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5365,NA,6157,"83346","","",-32.1666,-68.4666,2050,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",18.05,12.4,0.42,6.477,32.65,3.15000000000004,29.5,129,19.6,3.3,51.8,-42.8,-110.5,-185.5,142.7,27,-1327,4752.9,26.75,4.08,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5366,NA,6158,"84985","","",-27.4666,-66.0333,1520,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",13.85,9.1,0.498,3.571,21.85,3.65000000000004,18.2,967,198.1,11,82.6,54,-20.7,-78.9,132.9,365,-298,3214.1,52.34,13,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5367,NA,6159,"83705","","",-27.48063,-67.15577,3000,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",8.95000000000004,10.1,0.541,3.284,17.75,-0.849999999999962,18.6,610,176.2,2.4,115.7,35.3,-46.8,-103.3,138.6,286,-606,1492.3,52.04,24.31,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5368,NA,6160,"79351","","",-34.6666,-68.3833,0,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",15.75,12.4,0.43,5.949,30.35,1.65000000000004,28.7,392,68.2,12,49.6,-25,-76.5,-145.4,120.4,101,-919,3926.5,33.36,7.58,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5369,NA,6161,"165008","","",-31.11789,-69.6611,1950,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",7.45000000000004,13.3,0.467,6.175,22.25,-6.24999999999996,28.5,306,39.9,14.5,35.1,-27.7,-93.3,-148.7,121.1,102,-1121,1529.2,23.62,6.42,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5370,NA,6162,"79688","","",-25.7666,-65.9833,1148,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",16.95,12.6,0.574,3.476,26.65,4.65000000000004,22,325,86.2,1.5,109.3,-68.4,-97.5,-140.7,72.3,62,-1171,4349.7,22.81,11.73,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5371,NA,6163,"78940","","",-29.3166,-67.6833,1880,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",13.45,9.8,0.5,3.859,22.85,3.15000000000004,19.7,401,86.5,8.4,80.8,-35.2,-62.6,-104.8,69.6,115,-753,3070.9,34.56,9.7,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5372,NA,6164,"83664","","",-28.6166,-67.8166,2600,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",8.45000000000004,10.5,0.533,3.622,17.95,-1.74999999999996,19.7,195,48.8,3,95.9,-44.7,-78.6,-118.4,73.8,56,-944,1359.9,47.79,20.6,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5374,NA,6166,"80989","","",-28.7,-69.1333,0,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",0.0500000000000379,14.5,0.481,6.415,15.85,-14.25,30.1,191,29.3,4.9,50.8,-16.9,-74.3,-130,113.1,71,-892,260.5,26.98,10.94,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5375,NA,6167,"86909","","",-27.9,-67.48,1620,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",13.85,13.3,0.525,4.45,25.05,-0.249999999999962,25.3,160,43.7,1.6,102.9,-46.6,-89.3,-136.7,90.1,31,-1072,3207,33.78,9.48,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5377,NA,6169,"85905","","",-30.28333,-69.71667,2800,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",-6.14999999999996,10.3,0.383,6.533,8.95000000000004,-17.85,26.8,964,126.8,36.7,35.2,82.1,4.1,-38.6,120.7,0,-79,NA,75.05,17.09,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5378,NA,6170,"78806","","",-27.62,-66.17,1580,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",15.05,9.9,0.497,3.845,23.95,3.95000000000004,20,799,172,8.5,85.6,13.9,-45.8,-90.7,104.6,284,-569,3670.2,35.24,7.06,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5379,NA,6171,"81151","","",-28.9833,-67.6,1650,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",11.45,8.9,0.513,3.437,19.55,2.15000000000004,17.4,621,146.7,9.7,93.5,9.9,-52.9,-105.6,115.5,275,-681,2350.7,42.27,16.22,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5380,NA,6172,"83999","","",-31.4166,-67.9833,2600,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",8.65000000000004,11.7,0.471,5.21,20.95,-3.84999999999996,24.8,236,51.9,2.8,87,-51.8,-88.5,-129.5,77.7,59,-1063,1636.6,43.04,10.52,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5381,NA,6173,"83955","","",-35.47637,-69.586,0,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",10.05,12.6,0.422,6.244,26.05,-3.74999999999996,29.8,431,51.1,27,19.4,14,-65.6,-144.9,158.9,196,-786,2124.4,37.38,9.21,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5382,NA,6174,"86668","","",-29.15,-67.39,1800,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",18.65,8.8,0.471,3.872,27.25,8.55000000000004,18.7,499,110.2,7.2,88,-19.1,-65.3,-114.8,95.8,121,-787,4974.8,27.99,4.93,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5384,NA,6176,"86869","","",-29.42,-68,1300,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",16.95,12.2,0.521,4.477,28.85,5.35000000000004,23.5,158,39.9,2.2,91.2,-52.2,-93,-138,85.8,31,-1117,4359.3,24.21,4.34,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5385,NA,6177,"78721","","",-29.2833,-66.8833,1000,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",13.05,8.6,0.422,4.568,22.45,2.15000000000004,20.3,562,138.8,5,93.8,-4.4,-43.5,-92,87.6,167,-520,2944.6,47.6,12.12,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5386,NA,6178,"84495","","",-28.88,-66.4,640,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",20.15,10.9,0.438,5.266,31.35,6.55000000000004,24.8,293,66.1,2.6,91,-43.2,-86.6,-129.5,86.3,53,-1037,5520.3,39.85,9.92,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5387,NA,6179,"85701","","",-25.9166,-66.4,1132,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",6.75000000000004,11.8,0.631,2.922,14.95,-3.74999999999996,18.7,996,254,2.5,107.3,127.8,-18.6,-90.7,218.6,350,-372,848.1,31.3,16.31,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5388,NA,6180,"85907","","",-30.17,-69.43,2800,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",5.05000000000004,13,0.507,5.681,18.15,-7.44999999999996,25.6,953,174.5,30.3,63.6,41.9,-23,-86.6,128.4,205,-361,950.7,25.25,6.29,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5389,NA,6181,"165007","","",-30.11789,-68.6611,1970,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",16.65,12.7,0.472,5.434,29.45,2.45000000000004,27,140,30.4,2.8,71.8,-38.9,-92.3,-150.7,111.9,27,-1107,4229.7,26.4,4.94,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5390,NA,6182,"72927","","",-32.52586,-69.01158,1765,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",9.25000000000004,10.8,0.455,5.153,20.65,-3.04999999999996,23.7,301,55,7.5,64.5,-39,-75,-120.9,81.8,98,-901,1769,47.36,7.68,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5391,NA,6183,"88208","","",-31.79779,-69.36881,0,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",10.95,13.8,0.526,5.313,24.65,-1.64999999999996,26.3,192,29.2,9.2,42.2,-28.5,-77.5,-130.8,102.3,59,-932,2259.7,19.99,6.54,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5392,NA,6184,"83998","","",-33.5166,-69.2666,0,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",11.55,12.1,0.458,5.698,24.85,-1.44999999999996,26.3,345,53.3,18.3,40.1,-20.8,-68.6,-125,104.1,113,-825,2443.1,40.8,5.04,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5393,NA,6185,"81152","","",-29.1666,-67.5,1730,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",16.85,8.9,0.475,3.903,25.45,6.65000000000004,18.8,486,103.2,8.1,84.7,-8.1,-49.7,-95.5,87.4,127,-603,4302.3,31.47,6.06,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5394,NA,6186,"67324","","",-27.53186,-67.06775,1697,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",15.35,10,0.53,3.495,24.25,5.35000000000004,18.9,442,123.3,2.3,111,-36.9,-74.5,-122.5,85.6,97,-895,3768.3,36.33,13.62,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5395,NA,6187,"83294","","",-32.7833,-69.1666,0,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",5.75000000000004,10.9,0.447,5.454,17.75,-6.64999999999996,24.4,377,68.5,14.7,59.8,-26.5,-60.7,-105.5,79,131,-731,1040.4,45.05,10.13,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5396,NA,6188,"81001","","",-33.0166,-69.1166,1400,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",12.35,10.3,0.426,5.463,24.35,0.150000000000038,24.2,271,48.5,8.9,60.4,-38.6,-80.2,-132.4,93.9,85,-964,2687.5,40.98,3.73,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5397,NA,6189,"78719","","",-29.0166,-66.05,500,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",21.45,11.6,0.438,5.62,33.55,7.05000000000004,26.5,353,68.3,3.2,78,-48.3,-95.4,-140.4,92,63,-1144,5981.9,36.37,8.53,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5398,NA,6190,"80319","","",-33.9333,-69.1833,1200,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",12.05,11.7,0.447,5.648,25.55,-0.649999999999962,26.2,441,62.1,22.2,35.5,-22.8,-69.7,-125,102.2,145,-838,2614.5,40.01,5.06,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5399,NA,6191,"86643","","",-32.25,-68.57,1660,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",17.75,11.5,0.408,6.286,31.75,3.45000000000004,28.3,161,24.4,5.4,40.9,-45.4,-112.9,-190.2,144.8,42,-1356,4634.6,27.7,4.38,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5401,NA,6193,"80534","","",-28.5666,-67.6166,1600,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",15.95,9.9,0.526,3.629,25.05,6.15000000000004,18.9,239,59.8,4.4,93.7,-48.9,-86.3,-130.9,82,56,-1036,3974.8,29.72,9.52,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5402,NA,6194,"86901","","",-28.5833,-67.2833,1500,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",17.65,10.6,0.506,3.953,27.55,6.55000000000004,21,356,105.4,3.4,110.4,-57.1,-87.2,-139.7,82.6,73,-1047,4592.2,30.31,9.49,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5403,NA,6195,"83988","","",-30.2425,-68.7458,1200,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",16.05,13.5,0.478,5.635,29.35,1.15000000000004,28.2,179,40.3,3.1,76.1,-35.7,-84.2,-140.8,105.1,38,-1010,4031.6,26.28,4.91,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5404,NA,6196,"83992","","",-32.4833,-68.9,0,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",13.15,10.6,0.439,5.241,24.85,0.750000000000038,24.1,250,40.2,6.9,54.4,-30.5,-78.8,-142.5,112.1,76,-946,2948.6,42.35,4.9,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5405,NA,6197,"83353","","",-33.2166,-68.8833,0,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",14.85,11,0.416,5.849,28.55,2.05000000000004,26.5,265,37.4,10.8,41.2,-25.9,-83.6,-155.9,130,80,-1005,3577,32.52,4.48,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
NA,5406,NA,6198,"83058","","",-29.4,-67.1333,1650,"kurtzianum","kurtzianum","tuberous","wild",24,"SŠrkinen","","",1.75,"FCM","Petota","4 South",12.95,9.3,0.429,4.732,23.25,1.65000000000004,21.6,378,94.5,4.2,92.1,-40,-64.8,-107.7,67.7,102,-778,2895.9,37.9,12.45,0.875,34.1,17.3,0.784,9.595,36.6,42,37.2,9516,1075.7,536.8,135.8,1108.6,845.7,671.4,NA,773.6,94.55,35.07,365,2077,82
